Total.Enrollment,Grade.PK,Grade.K,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Female,Male,Asian,Black,Hispanic,Others,White,Disabled.Students,English.Learners,Poverty
315,0,0,0,0,0,0,0,0,0,0,93,87,61,74,170,145,18,84,193,5,15,60,21,207
281,0,0,0,0,0,0,0,0,0,0,91,80,55,55,139,142,18,83,166,5,9,58,14,229
85,0,0,0,0,0,0,0,0,0,0,85,0,0,0,26,59,4,18,47,4,12,27,11,71
193,0,0,0,0,0,0,0,0,0,0,115,78,0,0,50,143,7,47,119,3,17,57,15,164
282,0,0,0,0,0,0,0,0,0,0,109,104,69,0,84,198,8,75,177,5,17,83,19,217
378,0,0,0,0,0,0,0,0,0,0,120,100,94,64,116,262,10,99,235,6,28,103,26,313
394,0,0,0,0,0,0,0,0,0,0,112,111,85,86,127,267,8,102,260,5,19,97,26,330
184,18,27,27,28,27,28,29,0,0,0,0,0,0,0,90,94,22,18,28,13,103,29,5,31
184,18,28,26,27,30,28,27,0,0,0,0,0,0,0,88,96,23,14,27,20,100,32,6,29
184,18,28,25,27,29,29,28,0,0,0,0,0,0,0,87,97,29,10,25,19,101,28,4,26
186,18,28,27,28,30,28,27,0,0,0,0,0,0,0,90,96,30,7,22,21,106,28,5,16
187,18,29,30,28,30,25,27,0,0,0,0,0,0,0,88,99,39,2,20,17,109,22,5,22
485,0,112,97,116,77,83,0,0,0,0,0,0,0,0,230,255,31,63,120,28,243,83,31,176
572,0,92,103,97,117,81,82,0,0,0,0,0,0,0,273,299,40,80,143,40,269,108,42,222
548,0,74,91,95,90,117,81,0,0,0,0,0,0,0,263,285,36,77,148,31,256,113,35,223
537,19,84,71,73,91,88,111,0,0,0,0,0,0,0,271,266,34,77,131,31,264,95,26,216
515,40,67,84,76,72,94,82,0,0,0,0,0,0,0,251,264,35,78,116,31,255,87,20,217
747,36,124,137,112,123,105,110,0,0,0,0,0,0,0,369,378,78,30,77,27,535,162,26,99
761,72,142,117,124,96,111,99,0,0,0,0,0,0,0,378,383,83,29,83,28,538,142,32,101
763,72,125,139,106,120,91,110,0,0,0,0,0,0,0,373,390,83,29,75,32,544,138,39,89
781,71,134,122,134,107,121,92,0,0,0,0,0,0,0,367,414,99,18,60,40,564,117,44,81
793,72,139,123,114,132,107,106,0,0,0,0,0,0,0,380,413,94,22,60,46,571,117,38,95
1345,0,0,0,0,0,0,0,479,423,443,0,0,0,0,624,721,378,111,311,27,518,224,62,635
1364,0,0,0,0,0,0,0,453,483,428,0,0,0,0,637,727,375,132,298,36,523,251,61,643
1343,0,0,0,0,0,0,0,435,423,485,0,0,0,0,634,709,372,112,251,46,562,251,52,593
1357,0,0,0,0,0,0,0,487,434,436,0,0,0,0,645,712,316,110,235,58,638,215,51,456
1336,0,0,0,0,0,0,0,450,457,429,0,0,0,0,632,704,280,80,213,67,696,216,42,409
606,0,110,97,97,108,109,85,0,0,0,0,0,0,0,275,331,101,29,55,22,399,123,32,57
595,0,118,94,93,86,106,98,0,0,0,0,0,0,0,279,316,116,22,60,17,380,120,33,57
555,0,117,101,74,92,77,94,0,0,0,0,0,0,0,248,307,94,22,58,14,367,107,33,47
567,21,113,101,93,76,90,73,0,0,0,0,0,0,0,274,293,96,19,49,19,384,107,40,38
588,40,102,107,96,84,74,85,0,0,0,0,0,0,0,286,302,98,14,52,24,400,91,28,66
495,28,59,85,77,104,56,86,0,0,0,0,0,0,0,229,266,65,71,187,4,168,98,31,285
462,27,80,55,77,72,100,51,0,0,0,0,0,0,0,217,245,65,63,142,5,187,95,28,235
498,48,77,72,56,75,69,101,0,0,0,0,0,0,0,235,263,80,52,133,7,226,100,34,214
468,55,71,83,67,55,72,65,0,0,0,0,0,0,0,224,244,95,43,107,11,212,103,30,187
461,51,71,67,87,57,61,67,0,0,0,0,0,0,0,220,241,96,46,108,14,197,99,27,176
343,0,56,55,62,58,56,56,0,0,0,0,0,0,0,175,168,37,29,74,30,173,58,9,81
361,18,56,56,57,60,58,56,0,0,0,0,0,0,0,190,171,28,25,79,48,181,49,9,70
378,36,56,57,59,56,59,55,0,0,0,0,0,0,0,202,176,39,22,86,50,181,52,9,81
375,36,55,56,56,57,57,58,0,0,0,0,0,0,0,202,173,46,21,90,37,181,55,10,80
366,36,53,57,54,56,53,57,0,0,0,0,0,0,0,185,181,51,23,89,32,171,41,13,82
518,36,91,94,71,63,49,30,23,25,36,0,0,0,0,272,246,141,114,89,11,163,56,38,208
536,30,107,98,83,60,57,37,23,19,22,0,0,0,0,267,269,149,99,85,19,184,70,41,189
587,36,87,99,105,75,64,58,22,24,17,0,0,0,0,283,304,171,92,84,27,213,77,43,212
613,28,101,89,102,106,66,58,24,21,18,0,0,0,0,306,307,180,81,93,26,233,76,68,206
616,36,97,80,80,89,101,58,32,22,21,0,0,0,0,314,302,185,70,92,32,237,71,101,208
319,53,35,36,35,35,27,24,29,20,25,0,0,0,0,171,148,16,78,140,15,70,65,9,136
323,53,37,32,38,26,36,31,23,28,19,0,0,0,0,158,165,12,68,135,18,90,69,12,140
335,54,36,35,33,37,28,38,24,23,27,0,0,0,0,174,161,12,62,124,19,118,74,10,134
311,38,38,36,35,30,38,26,26,22,22,0,0,0,0,157,154,18,52,117,22,102,70,9,113
320,40,45,31,36,38,32,39,13,25,21,0,0,0,0,159,161,18,53,103,27,119,68,3,107
785,0,123,136,119,125,120,162,0,0,0,0,0,0,0,394,391,100,18,65,60,542,146,10,45
729,0,143,125,122,107,120,112,0,0,0,0,0,0,0,362,367,84,7,55,71,512,126,12,35
704,0,130,133,114,120,100,107,0,0,0,0,0,0,0,350,354,75,9,59,70,491,131,9,23
683,0,119,130,118,111,112,93,0,0,0,0,0,0,0,331,352,72,11,55,69,476,128,16,33
642,0,107,101,121,107,99,107,0,0,0,0,0,0,0,318,324,61,9,49,60,463,99,10,63
378,0,0,0,0,0,0,0,129,123,126,0,0,0,0,215,163,79,18,38,10,233,52,0,61
365,0,0,0,0,0,0,0,130,120,115,0,0,0,0,220,145,78,14,31,10,232,48,0,41
374,0,0,0,0,0,0,0,129,121,124,0,0,0,0,229,145,70,12,35,23,234,52,0,42
390,0,0,0,0,0,0,0,131,132,127,0,0,0,0,227,163,72,9,40,31,238,60,1,42
386,0,0,0,0,0,0,0,130,128,128,0,0,0,0,224,162,64,7,44,34,237,64,2,41
266,0,0,0,0,0,0,0,98,81,87,0,0,0,0,188,78,38,30,56,6,136,57,4,87
270,0,0,0,0,0,0,0,88,97,85,0,0,0,0,206,64,41,17,38,9,165,46,3,56
376,0,0,0,0,0,0,0,93,92,98,93,0,0,0,272,104,52,22,38,18,246,66,3,55
489,0,0,0,0,0,0,0,99,97,94,105,94,0,0,333,156,63,25,55,32,314,81,3,52
604,0,0,0,0,0,0,0,97,99,97,122,106,83,0,412,192,76,28,69,44,387,99,2,82
261,33,73,72,58,25,0,0,0,0,0,0,0,0,0,135,126,25,4,14,5,213,54,12,20
320,36,74,71,64,52,23,0,0,0,0,0,0,0,0,163,157,29,5,20,8,258,56,7,24
365,18,88,61,64,66,48,20,0,0,0,0,0,0,0,187,178,39,6,27,8,285,68,16,25
401,20,82,73,56,66,58,46,0,0,0,0,0,0,0,204,197,42,5,35,6,313,75,16,24
398,0,93,78,71,52,54,50,0,0,0,0,0,0,0,202,196,48,2,45,7,296,60,21,41
875,36,100,125,112,103,85,64,66,92,92,0,0,0,0,420,455,199,39,110,51,476,119,31,103
857,0,100,96,114,107,106,89,94,62,89,0,0,0,0,406,451,191,39,99,53,475,139,18,77
872,0,100,94,96,113,106,114,93,91,65,0,0,0,0,418,454,179,38,95,69,491,144,19,62
850,0,100,90,89,92,107,100,98,83,91,0,0,0,0,400,450,169,42,90,67,482,158,14,74
827,0,95,90,87,90,87,103,99,92,84,0,0,0,0,395,432,162,34,109,75,447,147,26,104
85,35,50,0,0,0,0,0,0,0,0,0,0,0,0,45,40,30,3,15,3,34,10,5,24
104,32,39,33,0,0,0,0,0,0,0,0,0,0,0,45,59,42,8,13,1,40,16,19,34
152,34,62,31,25,0,0,0,0,0,0,0,0,0,0,72,80,46,14,24,2,66,29,27,48
187,34,56,48,24,25,0,0,0,0,0,0,0,0,0,83,104,54,19,26,5,83,39,25,42
272,36,85,54,38,27,32,0,0,0,0,0,0,0,0,135,137,89,23,35,7,118,40,50,75
443,0,0,0,0,0,0,0,0,0,0,124,118,100,101,247,196,22,185,216,2,18,71,13,366
427,0,0,0,0,0,0,0,0,0,0,115,118,105,89,222,205,20,170,222,2,13,67,13,339
410,0,0,0,0,0,0,0,0,0,0,117,104,94,95,222,188,19,167,215,2,7,67,12,345
400,0,0,0,0,0,0,0,0,0,0,125,104,83,88,214,186,20,155,208,10,7,74,21,318
378,0,0,0,0,0,0,0,0,0,0,125,93,82,78,211,167,17,150,188,13,10,80,20,333
293,0,0,0,0,0,0,0,95,101,97,0,0,0,0,162,131,102,29,44,4,114,49,2,114
292,0,0,0,0,0,0,0,104,92,96,0,0,0,0,158,134,103,23,46,8,112,49,4,101
289,0,0,0,0,0,0,0,99,100,90,0,0,0,0,158,131,111,24,37,7,110,57,3,121
281,0,0,0,0,0,0,0,95,92,94,0,0,0,0,147,134,118,16,34,7,106,66,3,123
283,0,0,0,0,0,0,0,99,93,91,0,0,0,0,134,149,125,11,32,6,109,66,5,142
675,0,105,103,109,112,129,117,0,0,0,0,0,0,0,345,330,83,15,49,40,488,108,33,82
646,0,112,109,91,94,115,125,0,0,0,0,0,0,0,344,302,75,9,46,37,479,98,26,65
627,0,112,115,107,86,93,114,0,0,0,0,0,0,0,329,298,68,9,54,41,455,86,19,63
592,0,101,107,102,102,88,92,0,0,0,0,0,0,0,318,274,64,13,48,39,428,88,23,64
631,40,114,96,105,94,96,86,0,0,0,0,0,0,0,332,299,68,14,55,40,454,89,17,69
349,0,0,0,0,0,0,0,0,0,0,86,98,85,80,176,173,19,113,177,15,25,81,13,256
358,0,0,0,0,0,0,0,0,0,0,91,89,91,87,182,176,21,138,148,9,42,93,15,246
356,0,0,0,0,0,0,0,0,0,0,87,105,83,81,180,176,21,136,154,18,27,98,14,254
352,0,0,0,0,0,0,0,0,0,0,89,89,94,80,174,178,18,139,149,23,23,102,15,257
340,0,0,0,0,0,0,0,0,0,0,93,86,78,83,188,152,21,130,139,30,20,89,12,234
431,0,0,0,0,0,0,0,0,0,0,133,113,102,83,298,133,24,99,294,5,9,81,27,397
424,0,0,0,0,0,0,0,0,0,0,137,102,88,97,306,118,21,89,301,5,8,74,33,382
402,0,0,0,0,0,0,0,0,0,0,131,103,80,88,293,109,16,97,274,7,8,78,34,363
398,0,0,0,0,0,0,0,0,0,0,123,120,83,72,293,105,12,107,256,12,11,85,34,366
391,0,0,0,0,0,0,0,0,0,0,141,115,67,68,280,111,16,110,235,20,10,81,37,359
421,0,0,0,0,0,0,0,0,0,0,114,118,96,93,259,162,41,149,176,47,8,52,5,341
423,0,0,0,0,0,0,0,0,0,0,116,103,113,91,256,167,58,118,192,47,8,49,5,342
478,0,0,0,0,0,0,0,0,0,0,160,114,95,109,286,192,47,152,245,27,7,76,8,383
508,0,0,0,0,0,0,0,0,0,0,161,152,103,92,301,207,43,162,267,23,13,98,12,379
537,0,0,0,0,0,0,0,0,0,0,155,165,115,102,311,225,43,177,272,24,21,105,13,425
427,0,0,0,0,0,0,0,0,0,0,111,129,99,88,116,311,27,133,253,1,13,82,40,342
414,0,0,0,0,0,0,0,0,0,0,107,121,94,92,125,289,25,122,247,8,12,86,26,335
400,0,0,0,0,0,0,0,0,0,0,114,117,83,86,111,289,15,109,256,8,12,89,30,313
391,0,0,0,0,0,0,0,0,0,0,100,117,83,91,104,287,14,99,260,7,11,92,43,313
356,0,0,0,0,0,0,0,0,0,0,71,100,97,88,104,252,18,86,239,8,5,85,37,306
417,0,0,0,0,0,0,0,0,0,0,153,100,87,77,200,217,6,117,285,4,5,98,91,306
406,0,0,0,0,0,0,0,0,0,0,153,109,74,70,191,215,7,111,275,5,8,102,79,301
409,0,0,0,0,0,0,0,0,0,0,154,113,80,62,209,200,8,114,270,6,11,99,74,291
431,0,0,0,0,0,0,0,0,0,0,166,115,85,65,210,221,7,111,297,9,7,100,71,305
382,0,0,0,0,0,0,0,0,0,0,93,121,92,76,174,208,5,94,271,6,6,89,57,310
326,0,0,0,0,0,0,0,0,0,0,105,85,82,54,192,134,20,132,163,1,10,57,15,270
329,0,0,0,0,0,0,0,0,0,0,88,101,64,76,191,138,19,138,162,1,9,62,11,271
331,0,0,0,0,0,0,0,0,0,0,100,89,76,66,184,147,20,131,166,1,13,78,14,264
316,0,0,0,0,0,0,0,0,0,0,101,90,59,66,182,134,16,116,173,1,10,74,16,265
307,0,0,0,0,0,0,0,0,0,0,101,95,59,52,166,141,11,123,162,3,8,67,17,260
362,0,0,0,0,0,0,0,0,0,0,143,92,75,52,240,122,31,104,203,11,13,100,17,223
383,0,0,0,0,0,0,0,0,0,0,121,116,76,70,268,115,32,108,217,13,13,115,16,240
353,0,0,0,0,0,0,0,0,0,0,100,100,89,64,248,105,34,93,199,17,10,111,14,212
354,0,0,0,0,0,0,0,0,0,0,114,86,80,74,247,107,31,97,196,19,11,123,16,204
329,0,0,0,0,0,0,0,0,0,0,104,86,71,68,234,95,27,91,183,19,9,113,21,242
573,0,0,0,0,0,0,0,194,187,192,0,0,0,0,286,287,236,16,51,46,224,86,2,186
558,0,0,0,0,0,0,0,187,191,180,0,0,0,0,274,284,249,11,40,44,214,83,2,193
551,0,0,0,0,0,0,0,190,177,184,0,0,0,0,271,280,258,13,41,50,189,84,4,159
541,0,0,0,0,0,0,0,187,180,174,0,0,0,0,212,329,281,10,31,38,181,83,6,164
554,0,0,0,0,0,0,0,196,177,181,0,0,0,0,229,325,305,11,36,36,166,91,8,212
260,0,0,0,0,0,0,0,0,0,0,17,117,76,50,150,110,4,113,125,2,16,37,15,189
259,0,0,0,0,0,0,0,0,0,0,14,75,52,118,142,117,4,112,125,1,17,43,18,198
265,0,0,0,0,0,0,0,0,0,0,31,95,80,59,142,123,2,118,129,3,13,50,16,202
267,0,0,0,0,0,0,0,0,0,0,37,82,30,118,137,130,3,116,130,4,14,53,20,197
258,0,0,0,0,0,0,0,0,0,0,16,69,81,92,133,125,7,106,130,2,13,69,16,208
412,0,0,0,0,0,0,0,0,0,0,126,117,86,83,412,0,16,196,169,23,8,83,17,345
405,0,0,0,0,0,0,0,0,0,0,128,106,103,68,405,0,14,214,160,9,8,75,18,330
359,0,0,0,0,0,0,0,0,0,0,117,91,67,84,359,0,12,196,127,15,9,72,18,301
275,0,0,0,0,0,0,0,0,0,0,104,67,60,44,275,0,7,156,92,16,4,39,9,222
449,0,0,0,0,0,0,0,0,0,0,109,121,114,105,247,202,35,83,131,36,164,61,2,170
232,0,0,0,0,0,0,0,0,0,0,65,75,40,52,232,0,6,136,72,12,6,38,12,191
123,34,42,47,0,0,0,0,0,0,0,0,0,0,0,65,58,17,7,16,13,70,16,2,10
161,0,69,43,49,0,0,0,0,0,0,0,0,0,0,77,84,24,6,18,18,95,27,9,12
279,36,82,72,48,41,0,0,0,0,0,0,0,0,0,146,133,45,9,37,23,165,53,13,35
377,36,96,75,71,54,45,0,0,0,0,0,0,0,0,201,176,62,15,50,41,209,64,8,27
441,35,97,85,70,61,51,42,0,0,0,0,0,0,0,229,212,81,20,52,57,231,75,11,41
214,63,31,23,11,27,8,8,12,17,14,0,0,0,0,114,100,5,43,95,7,64,115,15,146
196,61,23,16,20,12,21,11,6,10,16,0,0,0,0,99,97,6,45,96,7,42,94,17,137
189,60,19,18,14,18,13,19,11,6,11,0,0,0,0,93,96,7,42,87,9,44,111,12,127
195,55,26,21,17,13,17,12,16,11,7,0,0,0,0,97,98,5,42,89,15,44,107,9,125
197,52,32,16,20,13,10,15,12,17,10,0,0,0,0,102,95,6,39,85,17,50,103,51,122
548,0,0,0,0,0,0,0,0,0,0,179,144,114,111,398,150,16,246,240,14,32,85,17,393
530,0,0,0,0,0,0,0,0,0,0,178,158,87,107,377,153,20,227,234,21,28,93,11,385
523,0,0,0,0,0,0,0,0,0,0,160,188,90,85,377,146,22,215,224,32,30,95,11,388
534,0,0,0,0,0,0,0,0,0,0,159,162,98,115,386,148,17,219,228,35,35,81,7,424
491,0,0,0,0,0,0,0,0,0,0,138,152,95,106,364,127,18,176,238,29,30,81,8,402
433,0,0,0,0,0,0,0,0,0,0,113,121,104,95,227,206,44,78,181,12,118,60,2,199
442,0,0,0,0,0,0,0,0,0,0,115,113,114,100,255,187,37,88,176,13,128,57,1,203
457,0,0,0,0,0,0,0,0,0,0,127,116,106,108,257,200,33,87,168,27,142,68,2,194
457,0,0,0,0,0,0,0,0,0,0,124,105,116,112,251,205,39,79,110,41,188,64,5,180
426,0,0,0,0,0,0,0,0,0,0,133,119,102,72,166,260,16,123,258,13,16,72,30,353
438,0,0,0,0,0,0,0,0,0,0,126,121,101,90,181,257,15,124,272,12,15,80,24,339
423,0,0,0,0,0,0,0,0,0,0,118,112,103,90,197,226,16,116,258,14,19,76,22,349
432,0,0,0,0,0,0,0,0,0,0,121,116,103,92,202,230,14,107,281,12,18,87,30,371
423,0,0,0,0,0,0,0,0,0,0,131,110,93,89,190,233,22,87,287,11,16,89,32,381
420,0,0,0,0,0,0,0,0,0,0,141,112,82,85,119,301,8,163,234,6,9,95,25,274
449,0,0,0,0,0,0,0,0,0,0,163,129,84,73,125,324,10,163,266,5,5,100,33,280
448,0,0,0,0,0,0,0,0,0,0,151,122,101,74,155,293,9,144,287,3,5,104,30,278
449,0,0,0,0,0,0,0,0,0,0,143,123,92,91,171,278,9,142,282,6,10,112,38,296
426,0,0,0,0,0,0,0,0,0,0,130,122,90,84,178,248,6,143,261,6,10,108,36,312
221,0,0,0,0,0,0,0,0,0,0,42,98,39,42,102,119,141,18,47,0,15,0,194,213
228,0,0,0,0,0,0,0,0,0,0,104,100,21,3,107,121,146,22,43,3,14,0,181,221
266,0,0,0,0,0,0,0,0,0,0,121,122,23,0,123,143,143,29,65,5,24,0,199,249
309,0,0,0,0,0,0,0,0,0,0,121,111,64,13,139,170,149,25,103,7,25,0,247,290
296,0,0,0,0,0,0,0,0,0,0,173,29,94,0,139,157,134,30,98,8,26,0,237,284
362,62,70,59,74,51,46,0,0,0,0,0,0,0,0,169,193,56,9,44,47,206,48,9,30
430,83,70,60,53,69,48,47,0,0,0,0,0,0,0,204,226,61,11,53,57,248,60,7,39
443,35,69,64,55,45,66,46,63,0,0,0,0,0,0,217,226,61,12,55,57,258,66,9,49
508,36,72,63,63,49,46,61,61,57,0,0,0,0,0,254,254,79,17,64,68,280,78,14,63
539,18,68,69,61,54,48,46,62,58,55,0,0,0,0,264,275,85,18,75,64,297,91,16,71
358,0,0,0,0,0,0,0,0,0,0,113,108,80,57,191,167,122,68,147,7,14,65,57,313
437,0,0,0,0,0,0,0,0,0,0,139,108,104,86,244,193,137,89,176,11,24,76,53,375
443,0,0,0,0,0,0,0,0,0,0,104,127,105,107,245,198,138,82,193,9,21,78,45,373
402,0,0,0,0,0,0,0,0,0,0,80,93,126,103,223,179,118,82,171,10,21,64,42,308
327,0,0,0,0,0,0,0,0,0,0,48,92,68,119,176,151,102,65,137,8,15,54,46,253
1312,0,0,0,0,0,0,0,0,0,0,355,333,314,310,647,665,224,203,777,7,101,210,99,1013
1301,0,0,0,0,0,0,0,0,0,0,346,337,318,300,656,645,196,192,817,10,86,216,93,968
1259,0,0,0,0,0,0,0,0,0,0,356,325,318,260,627,632,168,188,807,16,80,214,103,961
1227,0,0,0,0,0,0,0,0,0,0,299,286,308,334,629,598,159,203,772,15,78,217,95,975
662,0,0,0,0,0,0,0,108,87,117,109,95,81,65,210,452,72,127,232,38,193,215,19,306
1194,0,0,0,0,0,0,0,0,0,0,299,296,285,314,608,586,145,196,756,18,79,224,100,967
468,0,0,0,0,0,0,0,66,66,69,48,75,68,76,231,237,36,56,80,42,254,31,2,112
482,0,0,0,0,0,0,0,63,72,71,69,61,75,71,232,250,32,70,75,33,272,35,0,91
484,0,0,0,0,0,0,0,65,64,73,70,74,61,77,237,247,33,76,77,33,265,36,0,88
486,0,0,0,0,0,0,0,68,72,72,65,74,66,69,243,243,33,85,83,33,252,47,1,101
492,0,0,0,0,0,0,0,64,68,75,69,70,70,76,230,262,34,94,82,26,256,52,4,123
512,0,0,0,0,0,0,0,29,33,33,103,118,99,97,381,131,25,124,108,13,242,37,1,173
536,0,0,0,0,0,0,0,28,32,33,133,99,113,98,392,144,17,125,109,32,253,60,1,179
546,0,0,0,0,0,0,0,33,29,32,109,135,95,113,407,139,26,124,110,48,238,67,1,188
544,0,0,0,0,0,0,0,32,33,30,125,103,129,92,411,133,35,105,108,73,223,80,0,158
565,0,0,0,0,0,0,0,58,31,33,94,124,99,126,423,142,37,120,121,46,241,84,1,206
439,0,0,0,0,0,0,0,0,0,0,116,109,107,107,248,191,257,27,65,4,86,25,0,290
451,0,0,0,0,0,0,0,0,0,0,120,116,110,105,269,182,246,28,65,6,106,45,1,269
445,0,0,0,0,0,0,0,0,0,0,106,118,114,107,251,194,221,26,57,7,134,60,1,226
440,0,0,0,0,0,0,0,0,0,0,103,109,116,112,262,178,198,20,63,10,149,68,2,190
460,0,0,0,0,0,0,0,0,0,0,124,110,110,116,269,191,180,21,61,19,179,73,2,192
599,0,0,0,0,0,0,0,0,0,0,162,136,173,128,333,266,171,45,96,22,265,92,4,220
587,0,0,0,0,0,0,0,0,0,0,134,155,133,165,324,263,162,35,91,29,270,88,1,210
527,0,0,0,0,0,0,0,0,0,0,117,127,149,134,295,232,128,29,81,30,259,87,1,170
531,0,0,0,0,0,0,0,0,0,0,129,122,129,151,286,245,113,29,78,40,271,95,2,151
498,0,0,0,0,0,0,0,0,0,0,124,129,118,127,256,242,98,22,66,36,276,97,4,143
715,0,0,0,0,0,0,0,107,92,96,118,104,100,98,364,351,114,86,199,61,255,106,4,279
713,0,0,0,0,0,0,0,101,101,93,112,113,99,94,362,351,104,74,216,64,255,108,5,269
747,0,0,0,0,0,0,0,112,94,102,123,110,110,96,373,374,113,83,216,61,274,137,6,270
763,0,0,0,0,0,0,0,111,107,89,119,119,111,107,373,390,119,87,213,61,283,154,8,257
750,0,0,0,0,0,0,0,104,105,103,108,116,113,101,358,392,128,83,198,68,273,157,13,292
462,0,0,0,0,0,0,0,0,0,0,128,127,110,97,265,197,143,58,187,12,62,32,5,349
471,0,0,0,0,0,0,0,0,0,0,116,121,123,111,260,211,160,60,187,6,58,36,3,343
446,0,0,0,0,0,0,0,0,0,0,96,113,118,119,265,181,151,59,169,12,55,36,3,336
454,0,0,0,0,0,0,0,0,0,0,125,95,117,117,276,178,135,59,166,21,73,48,6,329
450,0,0,0,0,0,0,0,0,0,0,120,118,97,115,268,182,131,61,152,21,85,77,6,299
531,0,0,0,0,0,0,0,0,0,0,140,132,131,128,323,208,112,20,56,13,330,17,3,134
541,0,0,0,0,0,0,0,0,0,0,131,140,141,129,322,219,109,24,59,17,332,32,0,133
554,0,0,0,0,0,0,0,0,0,0,125,144,147,138,328,226,119,22,47,22,344,43,1,121
543,0,0,0,0,0,0,0,0,0,0,130,125,142,146,328,215,111,22,59,7,344,62,0,117
541,0,0,0,0,0,0,0,0,0,0,133,136,130,142,327,214,91,18,66,19,347,78,0,115
619,0,0,0,0,0,0,0,0,0,0,142,176,153,148,386,233,224,44,118,16,217,56,1,267
659,0,0,0,0,0,0,0,0,0,0,186,149,173,151,419,240,252,48,120,20,219,62,3,287
641,0,0,0,0,0,0,0,0,0,0,140,186,144,171,416,225,257,42,119,25,198,68,5,287
659,0,0,0,0,0,0,0,0,0,0,188,152,177,142,416,243,275,43,100,23,218,78,8,292
666,0,0,0,0,0,0,0,0,0,0,174,178,141,173,416,250,300,36,88,33,209,81,6,310
396,0,0,0,0,0,0,0,0,0,0,113,114,85,84,200,196,21,82,280,4,9,91,63,352
355,0,0,0,0,0,0,0,0,0,0,98,103,75,79,189,166,14,83,243,9,6,87,37,314
370,0,0,0,0,0,0,0,0,0,0,125,87,81,77,207,163,8,113,232,10,7,91,28,318
380,0,0,0,0,0,0,0,0,0,0,122,107,85,66,208,172,10,129,223,11,7,90,26,329
348,0,0,0,0,0,0,0,0,0,0,81,94,100,73,189,159,11,116,206,6,9,81,23,307
1706,0,0,0,0,0,0,0,0,0,0,457,487,408,354,1181,525,372,377,842,12,103,220,88,1099
1664,0,0,0,0,0,0,0,0,0,0,469,458,362,375,1170,494,373,314,848,8,121,207,71,1086
1700,0,0,0,0,0,0,0,0,0,0,511,483,375,331,1195,505,351,308,901,14,126,221,107,1098
1792,0,0,0,0,0,0,0,0,0,0,551,478,405,358,1252,540,358,303,950,36,145,237,120,1160
1819,0,0,0,0,0,0,0,0,0,0,515,529,401,374,1294,525,386,292,972,32,137,237,99,1281
478,0,0,0,0,0,0,0,114,99,84,103,78,0,0,140,338,44,69,164,25,176,133,12,201
564,0,0,0,0,0,0,0,94,110,95,93,95,77,0,162,402,54,87,204,28,191,176,13,239
643,0,0,0,0,0,0,0,90,95,90,137,82,79,70,204,439,71,130,260,36,146,211,17,348
586,0,0,0,0,0,0,0,54,74,94,103,117,79,65,216,370,63,129,250,25,119,175,16,401
685,0,0,0,0,0,0,0,0,0,0,242,188,137,118,381,304,37,185,420,14,29,128,44,540
699,0,0,0,0,0,0,0,0,0,0,214,211,145,129,401,298,27,198,433,12,29,142,47,530
684,0,0,0,0,0,0,0,0,0,0,223,119,173,169,395,289,35,189,421,16,23,133,45,510
608,0,0,0,0,0,0,0,0,0,0,171,189,115,133,341,267,31,181,365,12,19,114,36,560
523,0,0,0,0,0,0,0,0,0,0,137,139,150,97,294,229,39,144,313,8,19,97,27,425
312,0,0,0,0,0,0,0,0,0,0,82,126,40,64,153,159,10,19,278,0,5,16,256,280
334,0,0,0,0,0,0,0,0,0,0,117,102,45,70,169,165,9,16,304,0,5,11,262,285
288,0,0,0,0,0,0,0,0,0,0,95,98,44,51,138,150,7,11,263,0,7,13,215,268
288,0,0,0,0,0,0,0,0,0,0,87,99,60,42,132,156,8,11,262,0,7,22,214,272
269,0,0,0,0,0,0,0,0,0,0,71,80,62,56,124,145,4,10,247,0,8,19,174,245
305,0,0,0,0,0,0,0,0,0,0,70,105,61,69,134,171,22,114,157,1,11,83,19,246
283,0,0,0,0,0,0,0,0,0,0,69,90,69,55,134,149,19,93,155,4,12,73,11,226
290,0,0,0,0,0,0,0,0,0,0,91,82,57,60,139,151,20,95,154,5,16,66,10,238
315,0,0,0,0,0,0,0,0,0,0,113,102,49,51,162,153,18,98,171,8,20,82,17,251
317,0,0,0,0,0,0,0,0,0,0,105,114,58,40,161,156,24,99,168,10,16,76,18,263
462,0,0,0,0,0,0,0,0,0,0,171,124,97,70,158,304,25,127,276,10,24,94,41,352
483,0,0,0,0,0,0,0,0,0,0,119,142,128,94,161,322,31,142,287,8,15,107,42,392
501,0,0,0,0,0,0,0,0,0,0,142,110,120,129,169,332,31,140,303,11,16,110,46,415
483,0,0,0,0,0,0,0,0,0,0,123,130,101,129,153,330,34,142,279,11,17,116,45,422
476,0,0,0,0,0,0,0,0,0,0,121,128,118,109,153,323,31,136,277,13,19,117,47,399
339,0,0,0,0,0,0,0,0,0,0,73,102,77,87,143,196,131,40,142,0,26,16,305,296
353,0,0,0,0,0,0,0,0,0,0,68,100,87,98,155,198,108,50,160,0,35,17,305,310
356,0,0,0,0,0,0,0,0,0,0,66,91,95,104,163,193,94,54,172,0,36,13,297,318
362,0,0,0,0,0,0,0,0,0,0,103,97,76,86,156,206,74,73,185,1,29,12,303,322
